STATE,HCODE,YEAR,MONTH,PIF,Reported Count
NEBRASKA,HO-W,2012,3,"103,862",906
NEBRASKA,HO-W,2012,4,"103,843","1,313"
NEBRASKA,HO-W,2012,5,"103,862","2,189"
NEBRASKA,HO-W,2012,6,"103,812","2,954"
NEBRASKA,HO-W,2012,7,"103,651","3,453"
NEBRASKA,HO-W,2012,8,"103,655","3,993"
NEBRASKA,HO-W,2012,9,"103,525","4,433"
NEBRASKA,HO-W,2012,10,"103,545","4,862"
NEBRASKA,HO-W,2012,11,"103,451","5,214"
NEBRASKA,HO-W,2012,12,"103,400","5,479"
NEBRASKA,HO-W,2013,1,"103,313",267
NEBRASKA,HO-W,2013,2,"103,282",468
NEBRASKA,HO-W,2013,3,"103,347",692
NEBRASKA,HO-W,2013,4,"103,318","1,183"
NEBRASKA,HO-W,2013,5,"103,346","1,705"
NEBRASKA,HO-W,2013,6,"103,434","2,579"
NEBRASKA,HO-W,2013,7,"103,468","3,284"
NEBRASKA,HO-W,2013,8,"103,480","4,222"
NEBRASKA,HO-W,2013,9,"103,578","4,745"
NEBRASKA,HO-W,2013,10,"103,726","5,249"
NEBRASKA,HO-W,2013,11,"103,733","5,535"
NEBRASKA,HO-W,2013,12,"103,714","5,827"
NEBRASKA,HO-W,2014,1,"103,685",537
NEBRASKA,HO-W,2014,2,"103,685",820
NEBRASKA,HO-W,2014,3,"103,626","1,236"
NEBRASKA,HO-W,2014,4,"103,608","1,760"
NEBRASKA,HO-W,2014,5,"103,657","2,328"
NEBRASKA,HO-W,2014,6,"103,705","2,885"
NEBRASKA,HO-W,2014,7,"103,680","3,360"
NEBRASKA,HO-W,2014,8,"103,666","3,869"
NEBRASKA,HO-W,2014,9,"103,635","4,509"
NEBRASKA,HO-W,2014,10,"103,560","4,945"
NEBRASKA,HO-W,2014,11,"103,491","5,163"
NEBRASKA,HO-W,2014,12,"103,472","5,348"
NEBRASKA,HO-W,2015,1,"103,408",257
NEBRASKA,HO-W,2015,2,"103,356",458
NEBRASKA,HO-W,2015,3,"103,230",689
NEBRASKA,HO-W,2015,4,"103,178","1,014"
NEBRASKA,HO-W,2015,5,"103,149","1,670"
NEBRASKA,HO-W,2015,6,"102,933","2,270"
NEBRASKA,HO-W,2015,7,"102,850","2,816"
NEBRASKA,HO-W,2015,8,"102,786","3,518"
NEBRASKA,HO-W,2015,9,"102,587","4,493"
NEVADA,HO-W,2011,1,"91,619",490
NEVADA,HO-W,2011,2,"91,786",853
NEVADA,HO-W,2011,3,"92,180","1,259"
NEVADA,HO-W,2011,4,"92,405","1,645"
NEVADA,HO-W,2011,5,"92,502","2,022"
NEVADA,HO-W,2011,6,"92,609","2,480"
NEVADA,HO-W,2011,7,"92,770","2,913"
NEVADA,HO-W,2011,8,"92,947","3,274"
NEVADA,HO-W,2011,9,"93,198","3,676"
NEVADA,HO-W,2011,10,"93,399","4,031"
NEVADA,HO-W,2011,11,"93,568","4,526"
NEVADA,HO-W,2011,12,"94,020","4,954"
NEVADA,HO-W,2012,1,"94,054",533
NEVADA,HO-W,2012,2,"94,303",856
NEVADA,HO-W,2012,3,"94,643","1,252"
NEVADA,HO-W,2012,4,"94,874","1,639"
NEVADA,HO-W,2012,5,"95,116","1,983"
NEVADA,HO-W,2012,6,"95,370","2,328"
NEVADA,HO-W,2012,7,"95,503","2,816"
NEVADA,HO-W,2012,8,"95,920","3,440"
NEVADA,HO-W,2012,9,"96,074","3,849"
NEVADA,HO-W,2012,10,"96,370","4,326"
NEVADA,HO-W,2012,11,"96,515","4,707"
NEVADA,HO-W,2012,12,"96,710","5,209"
NEVADA,HO-W,2013,1,"96,875",484
NEVADA,HO-W,2013,2,"96,966",847
NEVADA,HO-W,2013,3,"97,261","1,157"
NEVADA,HO-W,2013,4,"97,518","1,556"
NEVADA,HO-W,2013,5,"97,810","1,887"
NEVADA,HO-W,2013,6,"98,082","2,232"
NEVADA,HO-W,2013,7,"98,384","2,765"
NEVADA,HO-W,2013,8,"98,386","3,220"
NEVADA,HO-W,2013,9,"98,498","3,577"
NEVADA,HO-W,2013,10,"98,925","3,943"
NEVADA,HO-W,2013,11,"99,186","4,312"
NEVADA,HO-W,2013,12,"99,371","4,774"
NEVADA,HO-W,2014,1,"99,470",350
NEVADA,HO-W,2014,2,"99,662",725
NEVADA,HO-W,2014,3,"99,830","1,081"
NEVADA,HO-W,2014,4,"100,058","1,436"
NEVADA,HO-W,2014,5,"100,386","1,849"
NEVADA,HO-W,2014,6,"100,651","2,198"
NEVADA,HO-W,2014,7,"100,981","2,645"
NEVADA,HO-W,2014,8,"101,015","3,008"
NEVADA,HO-W,2014,9,"101,285","3,359"
NEVADA,HO-W,2014,10,"101,632","3,728"
NEVADA,HO-W,2014,11,"101,874","4,006"
NEVADA,HO-W,2014,12,"102,208","4,417"
NEVADA,HO-W,2015,1,"102,522",405
NEVADA,HO-W,2015,2,"102,768","1,099"
NEVADA,HO-W,2015,3,"103,262","1,528"
NEVADA,HO-W,2015,4,"103,682","1,870"
NEVADA,HO-W,2015,5,"104,096","2,251"
NEVADA,HO-W,2015,6,"104,507","2,661"
NEVADA,HO-W,2015,7,"104,821","3,145"
NEVADA,HO-W,2015,8,"105,148","3,691"
NEVADA,HO-W,2015,9,"105,632","4,124"
NEW HAMPSHIRE,HO-W,2011,1,"37,639",197
NEW HAMPSHIRE,HO-W,2011,2,"37,615",631
NEW HAMPSHIRE,HO-W,2011,3,"37,544",916
NEW HAMPSHIRE,HO-W,2011,4,"37,491","1,082"
NEW HAMPSHIRE,HO-W,2011,5,"37,453","1,269"
NEW HAMPSHIRE,HO-W,2011,6,"37,447","1,482"
NEW HAMPSHIRE,HO-W,2011,7,"37,423","1,618"
NEW HAMPSHIRE,HO-W,2011,8,"37,383","1,864"
NEW HAMPSHIRE,HO-W,2011,9,"37,359","1,909"
NEW HAMPSHIRE,HO-W,2011,10,"37,304","2,086"
NEW HAMPSHIRE,HO-W,2011,11,"37,239","2,644"
NEW HAMPSHIRE,HO-W,2011,12,"37,220","2,849"
NEW HAMPSHIRE,HO-W,2012,1,"37,194",135
NEW HAMPSHIRE,HO-W,2012,2,"37,165",265
NEW HAMPSHIRE,HO-W,2012,3,"37,141",379
NEW HAMPSHIRE,HO-W,2012,4,"37,088",478
NEW HAMPSHIRE,HO-W,2012,5,"37,095",604
NEW HAMPSHIRE,HO-W,2012,6,"37,090",745
NEW HAMPSHIRE,HO-W,2012,7,"37,066",884
NEW HAMPSHIRE,HO-W,2012,8,"37,098","1,058"
NEW HAMPSHIRE,HO-W,2012,9,"37,057","1,150"
NEW HAMPSHIRE,HO-W,2012,10,"37,030","1,359"
NEW HAMPSHIRE,HO-W,2012,11,"37,049","1,625"
NEW HAMPSHIRE,HO-W,2012,12,"37,073","1,744"
NEW HAMPSHIRE,HO-W,2013,1,"37,093",162
NEW HAMPSHIRE,HO-W,2013,2,"37,097",318
NEW HAMPSHIRE,HO-W,2013,3,"37,121",426
NEW HAMPSHIRE,HO-W,2013,4,"37,174",533
NEW HAMPSHIRE,HO-W,2013,5,"37,186",662
NEW HAMPSHIRE,HO-W,2013,6,"37,232",793
NEW HAMPSHIRE,HO-W,2013,7,"37,246",984
NEW HAMPSHIRE,HO-W,2013,8,"37,300","1,103"
NEW HAMPSHIRE,HO-W,2013,9,"37,294","1,260"
NEW HAMPSHIRE,HO-W,2013,10,"37,295","1,374"
NEW HAMPSHIRE,HO-W,2013,11,"37,284","1,476"
NEW HAMPSHIRE,HO-W,2013,12,"37,302","1,628"
NEW HAMPSHIRE,HO-W,2014,1,"37,399",187
NEW HAMPSHIRE,HO-W,2014,2,"37,371",326
NEW HAMPSHIRE,HO-W,2014,3,"37,387",455
NEW HAMPSHIRE,HO-W,2014,4,"37,424",623
NEW HAMPSHIRE,HO-W,2014,5,"37,497",754
NEW HAMPSHIRE,HO-W,2014,6,"37,529",863
NEW HAMPSHIRE,HO-W,2014,7,"37,605","1,015"
NEW HAMPSHIRE,HO-W,2014,8,"37,590","1,119"
NEW HAMPSHIRE,HO-W,2014,9,"37,662","1,246"
NEW HAMPSHIRE,HO-W,2014,10,"37,694","1,347"
NEW HAMPSHIRE,HO-W,2014,11,"37,745","1,406"
NEW HAMPSHIRE,HO-W,2014,12,"37,757","1,598"
NEW HAMPSHIRE,HO-W,2015,1,"37,734",162
NEW HAMPSHIRE,HO-W,2015,2,"37,754",538
NEW HAMPSHIRE,HO-W,2015,3,"37,760","1,041"
NEW HAMPSHIRE,HO-W,2015,4,"37,813","1,353"
NEW HAMPSHIRE,HO-W,2015,5,"37,850","1,600"
NEW HAMPSHIRE,HO-W,2015,6,"37,945","1,798"
NEW HAMPSHIRE,HO-W,2015,7,"38,016","1,953"
NEW HAMPSHIRE,HO-W,2015,8,"38,131","2,071"
NEW HAMPSHIRE,HO-W,2015,9,"38,182","2,204"
NEW JERSEY,HO-W,2011,1,"247,268","1,402"
NEW JERSEY,HO-W,2011,2,"246,855","3,094"
NEW JERSEY,HO-W,2011,3,"246,364","4,747"
NEW JERSEY,HO-W,2011,4,"245,607","6,033"
NEW JERSEY,HO-W,2011,5,"244,753","7,226"
NEW JERSEY,HO-W,2011,6,"244,021","8,644"
NEW JERSEY,HO-W,2011,7,"243,241","9,884"
NEW JERSEY,HO-W,2011,8,"242,407","11,717"
NEW JERSEY,HO-W,2011,9,"241,610","13,150"
NEW JERSEY,HO-W,2011,10,"240,566","14,432"
NEW JERSEY,HO-W,2011,11,"239,653","15,349"
NEW JERSEY,HO-W,2011,12,"239,077","16,489"
NEW JERSEY,HO-W,2012,1,"238,364","1,059"
NEW JERSEY,HO-W,2012,2,"237,741","1,925"
NEW JERSEY,HO-W,2012,3,"237,307","2,802"
NEW JERSEY,HO-W,2012,4,"236,689","3,646"
NEW JERSEY,HO-W,2012,5,"236,267","4,602"
NEW JERSEY,HO-W,2012,6,"235,752","5,594"
NEW JERSEY,HO-W,2012,7,"235,129","6,866"
NEW JERSEY,HO-W,2012,8,"234,526","8,016"
NEW JERSEY,HO-W,2012,9,"234,093","8,996"
NEW JERSEY,HO-W,2012,10,"233,772","9,928"
NEW JERSEY,HO-W,2012,11,"233,545","10,890"
NEW JERSEY,HO-W,2012,12,"233,288","11,810"
NEW JERSEY,HO-W,2013,1,"233,041","1,104"
NEW JERSEY,HO-W,2013,2,"232,668","2,064"
NEW JERSEY,HO-W,2013,3,"232,272","2,902"
NEW JERSEY,HO-W,2013,4,"232,012","3,654"
NEW JERSEY,HO-W,2013,5,"231,485","4,460"
NEW JERSEY,HO-W,2013,6,"231,319","5,548"
NEW JERSEY,HO-W,2013,7,"230,680","6,841"
NEW JERSEY,HO-W,2013,8,"230,111","7,853"
NEW JERSEY,HO-W,2013,9,"229,553","8,844"
NEW JERSEY,HO-W,2013,10,"228,959","9,822"
NEW JERSEY,HO-W,2013,11,"228,429","10,536"
NEW JERSEY,HO-W,2013,12,"227,816","11,373"
NEW JERSEY,HO-W,2014,1,"227,398","1,021"
NEW JERSEY,HO-W,2014,2,"227,051","2,505"
NEW JERSEY,HO-W,2014,3,"226,596","3,711"
NEW JERSEY,HO-W,2014,4,"226,233","4,837"
NEW JERSEY,HO-W,2014,5,"225,866","5,808"
NEW JERSEY,HO-W,2014,6,"225,438","6,863"
NEW JERSEY,HO-W,2014,7,"225,168","8,325"
NEW JERSEY,HO-W,2014,8,"224,556","9,373"
NEW JERSEY,HO-W,2014,9,"223,913","10,309"
NEW JERSEY,HO-W,2014,10,"223,414","11,218"
NEW JERSEY,HO-W,2014,11,"222,955","11,997"
NEW JERSEY,HO-W,2014,12,"222,477","12,950"
NEW JERSEY,HO-W,2015,1,"221,944","1,024"
NEW JERSEY,HO-W,2015,2,"221,569","1,870"
NEW JERSEY,HO-W,2015,3,"221,190","3,288"
NEW JERSEY,HO-W,2015,4,"221,002","3,674"
NEW JERSEY,HO-W,2015,5,"220,498","4,468"
NEW JERSEY,HO-W,2015,6,"220,287","5,549"
NEW JERSEY,HO-W,2015,7,"219,914","6,496"
NEW JERSEY,HO-W,2015,8,"219,559","7,424"
NEW JERSEY,HO-W,2015,9,"219,269","8,095"
NEW MEXICO,HO-W,2011,1,"90,424",730
NEW MEXICO,HO-W,2011,2,"90,382","1,118"
NEW MEXICO,HO-W,2011,3,"90,422","1,589"
NEW MEXICO,HO-W,2011,4,"90,479","2,097"
NEW MEXICO,HO-W,2011,5,"90,444","2,616"
NEW MEXICO,HO-W,2011,6,"90,421","3,194"
NEW MEXICO,HO-W,2011,7,"90,470","3,805"
NEW MEXICO,HO-W,2011,8,"90,363","4,486"
NEW MEXICO,HO-W,2011,9,"90,319","4,979"
NEW MEXICO,HO-W,2011,10,"90,232","5,445"
NEW MEXICO,HO-W,2011,11,"90,127","5,861"
NEW MEXICO,HO-W,2011,12,"90,200","6,500"
NEW MEXICO,HO-W,2012,1,"90,077",566
NEW MEXICO,HO-W,2012,2,"90,085",984
NEW MEXICO,HO-W,2012,3,"90,214","1,701"
NEW MEXICO,HO-W,2012,4,"90,181","2,324"
NEW MEXICO,HO-W,2012,5,"90,260","3,084"
NEW MEXICO,HO-W,2012,6,"90,222","3,933"
NEW MEXICO,HO-W,2012,7,"90,207","4,590"
NEW MEXICO,HO-W,2012,8,"90,370","5,113"
NEW MEXICO,HO-W,2012,9,"90,392","5,486"
NEW MEXICO,HO-W,2012,10,"90,438","5,946"
NEW MEXICO,HO-W,2012,11,"90,475","6,308"
NEW MEXICO,HO-W,2012,12,"90,494","6,680"
NEW MEXICO,HO-W,2013,1,"90,539",591
NEW MEXICO,HO-W,2013,2,"90,588",997
NEW MEXICO,HO-W,2013,3,"90,672","1,445"
NEW MEXICO,HO-W,2013,4,"90,773","1,882"
NEW MEXICO,HO-W,2013,5,"90,933","2,270"
NEW MEXICO,HO-W,2013,6,"90,982","2,674"
NEW MEXICO,HO-W,2013,7,"90,986","3,743"
NEW MEXICO,HO-W,2013,8,"90,888","4,546"
NEW MEXICO,HO-W,2013,9,"90,848","5,418"
NEW MEXICO,HO-W,2013,10,"90,999","6,017"
NEW MEXICO,HO-W,2013,11,"91,057","6,439"
NEW MEXICO,HO-W,2013,12,"91,135","6,836"
NEW MEXICO,HO-W,2014,1,"91,068",379
NEW MEXICO,HO-W,2014,2,"91,014",692
NEW MEXICO,HO-W,2014,3,"90,976","1,030"
NEW MEXICO,HO-W,2014,4,"90,974","1,415"
NEW MEXICO,HO-W,2014,5,"91,007","1,855"
NEW MEXICO,HO-W,2014,6,"90,998","2,524"
NEW MEXICO,HO-W,2014,7,"91,044","3,134"
NEW MEXICO,HO-W,2014,8,"90,966","3,629"
NEW MEXICO,HO-W,2014,9,"90,970","4,106"
NEW MEXICO,HO-W,2014,10,"90,880","4,576"
NEW MEXICO,HO-W,2014,11,"90,834","4,861"
NEW MEXICO,HO-W,2014,12,"90,792","5,220"
NEW MEXICO,HO-W,2015,1,"90,785",363
NEW MEXICO,HO-W,2015,2,"90,783",706
NEW MEXICO,HO-W,2015,3,"90,800","1,099"
NEW MEXICO,HO-W,2015,4,"90,850","1,489"
NEW MEXICO,HO-W,2015,5,"90,791","1,967"
NEW MEXICO,HO-W,2015,6,"90,817","2,538"
NEW MEXICO,HO-W,2015,7,"90,865","3,202"
NEW MEXICO,HO-W,2015,8,"90,786","3,731"
NEW MEXICO,HO-W,2015,9,"90,838","4,135"
NEW YORK ALL,HO-W,2011,1,"571,877","3,064"
NEW YORK ALL,HO-W,2011,2,"571,718","6,057"
NEW YORK ALL,HO-W,2011,3,"571,574","10,039"
NEW YORK ALL,HO-W,2011,4,"571,267","13,289"
NEW YORK ALL,HO-W,2011,5,"570,626","16,347"
NEW YORK ALL,HO-W,2011,6,"570,117","19,593"
NEW YORK ALL,HO-W,2011,7,"569,293","22,123"
NEW YORK ALL,HO-W,2011,8,"569,032","25,148"
NEW YORK ALL,HO-W,2011,9,"568,056","27,669"
NEW YORK ALL,HO-W,2011,10,"567,331","29,993"
NEW YORK ALL,HO-W,2011,11,"566,890","32,135"
NEW YORK ALL,HO-W,2011,12,"566,361","34,313"
NEW YORK ALL,HO-W,2012,1,"565,779","2,334"
NEW YORK ALL,HO-W,2012,2,"565,531","4,148"
NEW YORK ALL,HO-W,2012,3,"565,126","6,391"
NEW YORK ALL,HO-W,2012,4,"564,558","8,327"
NEW YORK ALL,HO-W,2012,5,"564,193","10,595"
NEW YORK ALL,HO-W,2012,6,"563,672","12,895"
NEW YORK ALL,HO-W,2012,7,"563,367","15,435"
NEW YORK ALL,HO-W,2012,8,"562,944","18,377"
NEW YORK ALL,HO-W,2012,9,"562,368","20,799"
NEW YORK ALL,HO-W,2012,10,"561,974","22,845"
NEW YORK ALL,HO-W,2012,11,"561,924","24,846"
NEW YORK ALL,HO-W,2012,12,"563,351","26,789"
NEW YORK ALL,HO-W,2013,1,"563,949","2,712"
NEW YORK ALL,HO-W,2013,2,"564,794","5,146"
NEW YORK ALL,HO-W,2013,3,"564,575","7,000"
NEW YORK ALL,HO-W,2013,4,"564,519","9,206"
NEW YORK ALL,HO-W,2013,5,"563,566","11,829"
NEW YORK ALL,HO-W,2013,6,"562,705","14,794"
NEW YORK ALL,HO-W,2013,7,"562,422","17,582"
NEW YORK ALL,HO-W,2013,8,"562,608","19,567"
NEW YORK ALL,HO-W,2013,9,"562,384","21,707"
NEW YORK ALL,HO-W,2013,10,"562,503","23,592"
NEW YORK ALL,HO-W,2013,11,"562,228","25,430"
NEW YORK ALL,HO-W,2013,12,"561,912","27,812"
NEW YORK ALL,HO-W,2014,1,"562,413","2,639"
NEW YORK ALL,HO-W,2014,2,"562,339","4,924"
NEW YORK ALL,HO-W,2014,3,"562,521","7,316"
NEW YORK ALL,HO-W,2014,4,"562,919","9,830"
NEW YORK ALL,HO-W,2014,5,"563,274","12,234"
NEW YORK ALL,HO-W,2014,6,"563,186","14,284"
NEW YORK ALL,HO-W,2014,7,"563,327","16,966"
NEW YORK ALL,HO-W,2014,8,"562,871","18,989"
NEW YORK ALL,HO-W,2014,9,"561,961","20,835"
NEW YORK ALL,HO-W,2014,10,"561,130","22,683"
NEW YORK ALL,HO-W,2014,11,"560,478","24,132"
NEW YORK ALL,HO-W,2014,12,"559,870","26,208"
NEW YORK ALL,HO-W,2015,1,"559,300","1,880"
NEW YORK ALL,HO-W,2015,2,"559,024","3,891"
NEW YORK ALL,HO-W,2015,3,"558,816","6,133"
NEW YORK ALL,HO-W,2015,4,"558,705","8,279"
NEW YORK ALL,HO-W,2015,5,"558,408","10,225"
NEW YORK ALL,HO-W,2015,6,"558,164","12,963"
NEW YORK ALL,HO-W,2015,7,"557,598","15,331"
NEW YORK ALL,HO-W,2015,8,"556,869","17,621"
NEW YORK ALL,HO-W,2015,9,"556,078","19,475"
NORTH CAROLINA,HO-W,2014,3,0,0
NORTH CAROLINA,HO-W,2014,4,0,0
NORTH CAROLINA,HO-W,2014,5,0,0
NORTH CAROLINA,HO-W,2014,6,0,0
NORTH CAROLINA,HO-W,2014,7,0,0
NORTH CAROLINA,HO-W,2014,8,0,0
NORTH CAROLINA,HO-W,2014,9,0,0
NORTH CAROLINA,HO-W,2014,10,0,0
NORTH CAROLINA,HO-W,2014,11,0,0
NORTH CAROLINA,HO-W,2014,12,0,0
NORTH DAKOTA,HO-W,2011,1,"19,401",90
NORTH DAKOTA,HO-W,2011,2,"19,369",163
NORTH DAKOTA,HO-W,2011,3,"19,300",256
NORTH DAKOTA,HO-W,2011,4,"19,212",441
NORTH DAKOTA,HO-W,2011,5,"19,162",638
NORTH DAKOTA,HO-W,2011,6,"19,088","1,263"
NORTH DAKOTA,HO-W,2011,7,"19,015","1,720"
NORTH DAKOTA,HO-W,2011,8,"18,985","2,113"
NORTH DAKOTA,HO-W,2011,9,"18,891","2,321"
NORTH DAKOTA,HO-W,2011,10,"18,834","2,495"
NORTH DAKOTA,HO-W,2011,11,"18,796","2,561"
NORTH DAKOTA,HO-W,2011,12,"18,791","2,603"
NORTH DAKOTA,HO-W,2012,1,"18,739",61
NORTH DAKOTA,HO-W,2012,2,"18,705",100
NORTH DAKOTA,HO-W,2012,3,"18,661",159
NORTH DAKOTA,HO-W,2012,4,"18,640",251
NORTH DAKOTA,HO-W,2012,5,"18,617",329
NORTH DAKOTA,HO-W,2012,6,"18,633",460
NORTH DAKOTA,HO-W,2012,7,"18,618",578
NORTH DAKOTA,HO-W,2012,8,"18,599",677
NORTH DAKOTA,HO-W,2012,9,"18,592",720
NORTH DAKOTA,HO-W,2012,10,"18,559",812
NORTH DAKOTA,HO-W,2012,11,"18,580",867
NORTH DAKOTA,HO-W,2012,12,"18,571",915
NORTH DAKOTA,HO-W,2013,1,"18,562",48
NORTH DAKOTA,HO-W,2013,2,"18,535",88
NORTH DAKOTA,HO-W,2013,3,"18,540",145
NORTH DAKOTA,HO-W,2013,4,"18,528",214
NORTH DAKOTA,HO-W,2013,5,"18,502",396
NORTH DAKOTA,HO-W,2013,6,"18,506",664
NORTH DAKOTA,HO-W,2013,7,"18,511",913
NORTH DAKOTA,HO-W,2013,8,"18,531","1,123"
NORTH DAKOTA,HO-W,2013,9,"18,530","1,407"
NORTH DAKOTA,HO-W,2013,10,"18,527","1,544"
NORTH DAKOTA,HO-W,2013,11,"18,524","1,602"
NORTH DAKOTA,HO-W,2013,12,"18,512","1,657"
NORTH DAKOTA,HO-W,2014,1,"18,473",99
NORTH DAKOTA,HO-W,2014,2,"18,500",152
NORTH DAKOTA,HO-W,2014,3,"18,481",208
NORTH DAKOTA,HO-W,2014,4,"18,432",309
NORTH DAKOTA,HO-W,2014,5,"18,390",425
NORTH DAKOTA,HO-W,2014,6,"18,337",549
NORTH DAKOTA,HO-W,2014,7,"18,302",747
NORTH DAKOTA,HO-W,2014,8,"18,275",840
NORTH DAKOTA,HO-W,2014,9,"18,259","1,027"
NORTH DAKOTA,HO-W,2014,10,"18,253","1,078"
NORTH DAKOTA,HO-W,2014,11,"18,227","1,097"
NORTH DAKOTA,HO-W,2014,12,"18,222","1,134"
NORTH DAKOTA,HO-W,2015,1,"18,193",44
NORTH DAKOTA,HO-W,2015,2,"18,175",79
NORTH DAKOTA,HO-W,2015,3,"18,139",147
NORTH DAKOTA,HO-W,2015,4,"18,125",208
NORTH DAKOTA,HO-W,2015,5,"18,120",314
NORTH DAKOTA,HO-W,2015,6,"18,134",674
NORTH DAKOTA,HO-W,2015,7,"18,143",960
NORTH DAKOTA,HO-W,2015,8,"18,135","1,107"
NORTH DAKOTA,HO-W,2015,9,"18,126","1,202"
OHIO,HO-W,2011,1,"599,349","2,291"
OHIO,HO-W,2011,2,"598,551","4,113"
OHIO,HO-W,2011,3,"597,721","7,099"
OHIO,HO-W,2011,4,"596,660","9,837"
OHIO,HO-W,2011,5,"595,635","12,593"
OHIO,HO-W,2011,6,"594,476","15,824"
OHIO,HO-W,2011,7,"593,232","18,642"
OHIO,HO-W,2011,8,"591,774","21,999"
OHIO,HO-W,2011,9,"590,727","25,314"
OHIO,HO-W,2011,10,"589,544","27,707"
OHIO,HO-W,2011,11,"588,557","29,623"
OHIO,HO-W,2011,12,"587,994","32,500"
OHIO,HO-W,2012,1,"587,108","2,458"
OHIO,HO-W,2012,2,"586,437","4,020"
OHIO,HO-W,2012,3,"586,010","7,096"
OHIO,HO-W,2012,4,"585,509","9,780"
OHIO,HO-W,2012,5,"585,240","12,785"
OHIO,HO-W,2012,6,"584,627","15,005"
OHIO,HO-W,2012,7,"583,993","17,576"
OHIO,HO-W,2012,8,"583,592","20,479"
OHIO,HO-W,2012,9,"583,190","22,908"
OHIO,HO-W,2012,10,"582,418","25,276"
OHIO,HO-W,2012,11,"582,211","26,536"
OHIO,HO-W,2012,12,"582,116","28,371"
OHIO,HO-W,2013,1,"581,945","2,241"
OHIO,HO-W,2013,2,"582,205","4,036"
OHIO,HO-W,2013,3,"582,592","5,847"
OHIO,HO-W,2013,4,"582,970","8,296"
OHIO,HO-W,2013,5,"583,623","10,477"
OHIO,HO-W,2013,6,"584,356","12,026"
OHIO,HO-W,2013,7,"584,563","14,964"
OHIO,HO-W,2013,8,"584,635","17,355"
OHIO,HO-W,2013,9,"584,802","19,540"
OHIO,HO-W,2013,10,"584,787","21,816"
OHIO,HO-W,2013,11,"584,728","23,300"
OHIO,HO-W,2013,12,"584,857","24,861"
OHIO,HO-W,2014,1,"584,846","1,908"
OHIO,HO-W,2014,2,"585,045","3,871"
OHIO,HO-W,2014,3,"585,185","5,993"
OHIO,HO-W,2014,4,"585,568","8,734"
OHIO,HO-W,2014,5,"585,980","11,001"
OHIO,HO-W,2014,6,"586,138","13,611"
OHIO,HO-W,2014,7,"586,142","16,086"
OHIO,HO-W,2014,8,"586,160","18,249"
OHIO,HO-W,2014,9,"586,209","20,305"
OHIO,HO-W,2014,10,"586,273","22,000"
OHIO,HO-W,2014,11,"586,304","23,327"
OHIO,HO-W,2014,12,"586,240","24,929"
OHIO,HO-W,2015,1,"586,197","1,541"
OHIO,HO-W,2015,2,"586,296","2,975"
OHIO,HO-W,2015,3,"586,580","5,892"
OHIO,HO-W,2015,4,"586,914","7,489"
OHIO,HO-W,2015,5,"587,203","9,554"
OHIO,HO-W,2015,6,"587,445","12,912"
OHIO,HO-W,2015,7,"587,779","16,072"
OHIO,HO-W,2015,8,"587,745","18,696"
OHIO,HO-W,2015,9,"587,898","20,289"
OKLAHOMA,HO-W,2011,1,"192,107",547
OKLAHOMA,HO-W,2011,2,"192,076","1,620"
OKLAHOMA,HO-W,2011,3,"192,427","5,012"
OKLAHOMA,HO-W,2011,4,"192,465","6,301"
OKLAHOMA,HO-W,2011,5,"192,549","7,650"
OKLAHOMA,HO-W,2011,6,"192,675","9,011"
OKLAHOMA,HO-W,2011,7,"192,565","10,146"
OKLAHOMA,HO-W,2011,8,"192,370","11,419"
OKLAHOMA,HO-W,2011,9,"192,371","12,374"
OKLAHOMA,HO-W,2011,10,"192,409","13,612"
OKLAHOMA,HO-W,2011,11,"192,400","14,949"
OKLAHOMA,HO-W,2011,12,"192,422","14,656"
OKLAHOMA,HO-W,2012,1,"192,161",924
OKLAHOMA,HO-W,2012,2,"192,158","1,656"
OKLAHOMA,HO-W,2012,3,"192,480","2,741"
OKLAHOMA,HO-W,2012,4,"192,739","3,715"
OKLAHOMA,HO-W,2012,5,"193,086","4,885"
OKLAHOMA,HO-W,2012,6,"193,460","5,946"
OKLAHOMA,HO-W,2012,7,"193,617","6,896"
OKLAHOMA,HO-W,2012,8,"194,144","8,393"
OKLAHOMA,HO-W,2012,9,"194,338","9,315"
OKLAHOMA,HO-W,2012,10,"194,876","10,344"
OKLAHOMA,HO-W,2012,11,"195,172","11,116"
OKLAHOMA,HO-W,2012,12,"195,559","11,878"
OKLAHOMA,HO-W,2013,1,"195,617",846
OKLAHOMA,HO-W,2013,2,"195,805","1,534"
OKLAHOMA,HO-W,2013,3,"196,080","2,386"
OKLAHOMA,HO-W,2013,4,"196,425","3,545"
OKLAHOMA,HO-W,2013,5,"196,685","4,533"
OKLAHOMA,HO-W,2013,6,"197,227","5,612"
OKLAHOMA,HO-W,2013,7,"197,643","6,719"
OKLAHOMA,HO-W,2013,8,"197,549","7,797"
OKLAHOMA,HO-W,2013,9,"197,679","8,623"
OKLAHOMA,HO-W,2013,10,"197,719","9,379"
OKLAHOMA,HO-W,2013,11,"197,827","9,968"
OKLAHOMA,HO-W,2013,12,"197,839","11,080"
OKLAHOMA,HO-W,2014,1,"197,847","1,065"
OKLAHOMA,HO-W,2014,2,"198,045","1,727"
OKLAHOMA,HO-W,2014,3,"198,097","2,697"
OKLAHOMA,HO-W,2014,4,"198,416","3,683"
OKLAHOMA,HO-W,2014,5,"198,783","4,646"
OKLAHOMA,HO-W,2014,6,"199,039","5,674"
